OSEBuildingID,TaxParcelIdentificationNumber,DataYear,BuildingType,BuildingName,CouncilDistrictCode,Neighborhood,YearBuilt,Address,City,State,ZipCode,Latitude,Longitude,PrimaryPropertyType,ListOfAllPropertyUseTypes,EPAPropertyType,TotalGHGEmissions,ENERGYSTARScore,YearsENERGYSTARCertified,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity,GHGEmissionsIntensity(kgCO2e/ft2),NaturalGas(kBtu),NaturalGas(therms),Electricity(kBtu),Electricity(kWh),SteamUse(kBtu),OtherFuelUse(kBtu),PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,NumberofBuildings,NumberofFloors,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Outlier,ComplianceIssue,ComplianceStatus
20435,952007370,2019,NonResidential,TRADER JOE'S,1,SOUTHWEST,1946,4545 FAUNTLEROY WAY SW,SEATTLE,WA,98126,47.56197,-122.38109,Supermarket/Grocery Store,,Supermarket/Grocery Store,12,95,,75.4,75,1932946,1941282,211,210.1,,0.5,,0,0,1941282,568957,0,,25762,25762,0,,2,Supermarket/Grocery Store,25762,,,,,,No Issue,Compliant
20437,952007715,2019,Multifamily MR (5-9),LINK APARTMENTS,1,SOUTHWEST,2010,4550 38TH AVE SW,SEATTLE,WA,98126,47.56141,-122.37967,Multifamily Housing,,Multifamily MR (5-9),151.8,99,,37.2,37.5,5410398,5372238,73.5,73.8,,0.9,,2528846,25288,2843393,833351,0,,213016,166230,46786,,7,Multifamily Housing,131721,Parking,49590,Pre-school/Daycare,12722,,No Issue,Compliant
20439,952007845,2019,NonResidential,WEST SEATTLE FAMILY YMCA,1,SOUTHWEST,1984,4515 36TH AVE SW,SEATTLE,WA,98126,47.56245,-122.37805,Fitness Center/Health Club/Gym,,Fitness Center/Health Club/Gym,272.8,,,147,148.9,7116240,7023348,232.5,234.6,,5.7,,4888031,48880,2135317,625826,0,,60270,47785,12485,,1,Fitness Center/Health Club/Gym,47785,Parking,0,Swimming Pool,0,,No Issue,Compliant
20440,952007920,2019,NonResidential,SK FOOD GROUP/LSG SKY CHEF,1,SOUTHWEST,1981,4600 37TH AVE SW,SEATTLE,WA,98126,47.56175,-122.37835,Manufacturing/Industrial Plant,,Manufacturing/Industrial Plant,35.2,,,49.5,49.5,2444620,2444620,123.4,123.4,,0.8,,429837,4298,2014782,590499,0,,43387,43387,0,,3,Manufacturing/Industrial Plant,49383,,,,,,No Issue,Compliant
20441,952008120,2019,Multifamily LR (1-4),WEST SEATTLE ORCHARD,1,SOUTHWEST,1960,4500 36TH AVE SW,SEATTLE,WA,98126,47.56245,-122.37699,Multifamily Housing,,Multifamily LR (1-4),2.8,98,,20.7,20.8,456576,454436,58.1,58.4,,0.1,,0,0,454435,133187,0,,23983,23983,0,,2,Multifamily Housing,21905,,,,,,No Issue,Compliant
20444,952008240,2019,Multifamily LR (1-4),FAIRWAY APARTMENT,1,SOUTHWEST,1963,4511 35TH AVE SW,SEATTLE,WA,98126,47.56245,-122.37658,Multifamily Housing,,Multifamily LR (1-4),3.8,87,,23.8,23.8,615418,615418,66.6,66.6,,0.1,,0,0,615418,180369,0,,29351,25891,3460,,4,Multifamily Housing,25891,Parking,0,,,,No Issue,Compliant
20445,952008285,2019,Multifamily MR (5-9),Brookdale West Seattle,1,SOUTHWEST,2003,4611 35TH AVE SW,SEATTLE,WA,98126,47.56162,-122.37655,Mixed Use Property,,Multifamily MR (5-9),69.7,72,,40.1,40.3,3951376,3932238,95,95.4,,0.8,,967912,9679,2964326,868794,0,,106976,85990,20986,,7,Multifamily Housing,52514,Senior Care Community,45545,Parking,20986,,No Issue,Compliant
20447,955000005,2019,Multifamily LR (1-4),ADELPHI APTS,3,SHARED: CENTRAL &amp; EAST,1920,230 23RD AVE E,SEATTLE,WA,98112,47.62117,-122.30226,Multifamily Housing,,Multifamily LR (1-4),53.5,84,,46.1,47,1197934,1174590,61.5,62.4,,2.1,,984404,9844,190186,55740,0,,25475,25475,0,,3,Multifamily Housing,25475,,,,,,No Issue,Compliant
20452,955000480,2019,Multifamily LR (1-4),ELIZABETH JAMES HOUSE,3,SHARED: CENTRAL &amp; EAST,1968,109 23RD AVE E,SEATTLE,WA,98112,47.61971,-122.30287,Multifamily Housing,,Multifamily LR (1-4),6.7,89,,26.5,26.5,1079931,1079931,74.2,74.2,,0.2,,0,0,1079931,316510,0,,40779,40779,0,,3,Multifamily Housing,40779,Parking,0,,,,No Issue,Compliant
20456,976000335,2019,Multifamily LR (1-4),THE PARKER APTS,7,MAGNOLIA / QUEEN ANNE,1965,2701 3RD AVE W,SEATTLE,WA,98119,47.64425,-122.36125,Multifamily Housing,,Multifamily LR (1-4),6.5,81,,34.3,34.7,1069589,1057064,96.1,97.2,,0.2,,0,0,1057064,309808,0,,38328,38328,0,,3,Multifamily Housing,30810,Parking,4000,,,,No Issue,Compliant
20470,1453600540,2019,NonResidential,LAKE CITY CENTER,5,NORTH,1979,12701 LAKE CITY WAY NE,SEATTLE,WA,98125,47.72178,-122.29498,Mixed Use Property,,Mixed Use Property,57.2,,,32.4,32.3,1328430,1333004,46.3,46.2,,1.5,,1043058,10431,289946,84978,0,,39350,39350,0,,1,Supermarket/Grocery Store,19271,Retail Store,19249,Food Service,2663,,No Issue,Compliant
20472,1453600660,2019,Multifamily MR (5-9),CEDAR PARK APARTMENTS,5,NORTH,2008,12740 30TH AVE NE,SEATTLE,WA,98125,47.72235,-122.29584,Multifamily Housing,,Multifamily MR (5-9),132.8,95,,31.7,31.8,6152096,6137136,70.4,70.7,,0.8,,2022851,20229,4114285,1205828,0,,193691,159277,34414,,6,Multifamily Housing,193691,,,,,,No Issue,Compliant
20474,1453600740,2019,NonResidential,CASCADE BUILDING,5,NORTH,1949,12535 LAKE CITY WAY NE,SEATTLE,WA,98125,47.72032,-122.29507,Other,,Other,110,,,143.4,143.1,3076972,3082634,243.7,243,,4.9,,1938090,19381,1144544,335447,0,,22405,22405,0,,1,Other,11000,Retail Store,10500,,,,No Issue,Compliant
20480,1453601041,2019,Multifamily MR (5-9),LAKE CITY HOUSE,5,NORTH,1971,12546 33RD AVE NE,SEATTLE,WA,98125,47.72082,-122.29195,Multifamily Housing,,Multifamily MR (5-9),57.4,61,,43.1,43.7,3768958,3719513,105.8,107.3,,0.7,,733604,7336,2985909,875120,0,,86283,86283,0,,7,Multifamily Housing,86283,,,,,,No Issue,Compliant
20484,1453601220,2019,Multifamily MR (5-9),CITY NORTH APTS (FORMERLY REKHI BUILDING),5,NORTH,2001,12508 LAKE CITY WAY NE,SEATTLE,WA,98125,47.71951,-122.29477,Multifamily Housing,,Multifamily MR (5-9),13.6,,,25.1,25,2202287,2210295,70.2,70,,0.3,,0,0,2210295,647800,0,,57775,46489,11286,,6,Multifamily Housing,71073,Retail Store,17043,Parking,11286,,No Issue,Compliant
20490,1453601380,2019,Multifamily MR (5-9),SOLARA APTS,5,NORTH,2001,12736 LAKE CITY WAY NE,SEATTLE,WA,98125,47.72226,-122.29316,Multifamily Housing,,Multifamily MR (5-9),307.2,92,,45.7,45.9,10170734,10135014,86.9,87.2,,1.4,,5213305,52133,4921708,1442470,0,,320739,227479,93260,,5,Multifamily Housing,215810,Parking,93260,Retail Store,5868,,No Issue,Compliant
20493,1453602441,2019,Multifamily LR (1-4),SPRING LAKE APTS,5,NORTH,1986,12528 35TH AVE NE,SEATTLE,WA,98125,47.72008,-122.29031,Multifamily Housing,,Multifamily LR (1-4),9.1,83,,30,30.1,1488230,1481036,84,84.4,,0.2,,0,0,1481036,434067,0,,67624,50567,17057,,3,Multifamily Housing,49385,Parking,8960,,,,No Issue,Compliant
20494,1454100350,2019,SPS-District K-12,CEDAR PARK ELEMENTARY (SPS-DISTRICT),5,NORTH,2013,13224 37TH AVE NE,SEATTLE,WA,98125,47.72606,-122.28747,K-12 School,,K-12 School,41.1,87,,34.7,34.9,1137133,1131664,58.2,58.6,,1.3,,727196,7272,404468,118543,0,,32590,32590,0,,1,K-12 School,32590,,,,,,No Issue,Compliant
20496,1459950000,2019,Multifamily LR (1-4),CEDAR POINTE OF SEATTLE CONDOMINIUM,5,NORTHWEST,1978,750 N 143RD ST,SEATTLE,WA,98133,47.73279,-122.34851,Multifamily Housing,,Multifamily LR (1-4),10.4,87,,26.1,25.8,1678945,1693654,73,72.3,,0.1,,0,0,1693654,496382,0,,73234,73234,0,,4,Multifamily Housing,65000,Parking,5000,,,,No Issue,Compliant
20497,1472350000,2019,Multifamily MR (5-9),CEDARS APARTMENTS (BELLTOWN),7,DOWNTOWN,1988,2615 1ST AVE,SEATTLE,WA,98121,47.61543,-122.35074,Multifamily Housing,,Multifamily MR (5-9),13.4,45,,36.3,36,2151423,2167600,101.7,100.9,,0.1,,0,0,2167600,635287,0,,145018,132358,12660,,5,Multifamily Housing,54168,Parking,12660,Restaurant,5515,,No Issue,Compliant
20500,1486300005,2019,NonResidential,CENTRAL PARK,2,GREATER DUWAMISH,1985,700 S HOMER ST,SEATTLE,WA,98108,47.552,-122.32262,Office,,Office,45.2,,,42,41.5,2549304,2577466,99.7,98.8,,0.7,,624288,6243,1953178,572444,0,,61419,61419,0,,1,Office,45212,Manufacturing/Industrial Plant,11784,Non-Refrigerated Warehouse,4423,,No Issue,Compliant
20503,1493600000,2019,NonResidential,SEATTLE CHILDREN'S HOSPITAL  (ODESSA BROWN CHILDREN'S CLINIC),3,CENTRAL,1990,2101 E YESLER WAY,SEATTLE,WA,98122,47.60132,-122.30477,Medical Office,,Medical Office,33,35,,65.3,65.3,2544924,2547396,166.3,166.3,,0.8,,368741,3687,2178655,638527,0,,39000,39000,0,,2,Medical Office,39000,,,,,,No Issue,Compliant
20506,1495300045,2019,NonResidential,NW ART AND FRAME/HUSKY ICE CREAM,1,SOUTHWEST,1924,4721 CALIFORNIA AVE SW,SEATTLE,WA,98116,47.56018,-122.38716,Other - Mall,,Other - Mall,142.2,,,223.9,222.8,4942650,4967020,439.5,437.4,,6.4,,2377135,23771,2589886,759052,0,,22180,22180,0,,1,Other - Mall,14000,Restaurant,8180,,,,No Issue,Compliant
20509,1495300325,2019,Multifamily LR (1-4),APARTMENT & OFFICE/RETAIL BLDG,1,SOUTHWEST,2007,4739 44TH AVE SW,SEATTLE,WA,98116,47.56001,-122.38856,Multifamily Housing,,Multifamily LR (1-4),31.7,,,47.8,48.2,850180,842192,77.7,78.2,,1.4,,564948,5649,277244,81256,0,,28560,22960,5600,,4,Multifamily Housing,15418,Parking,5538,Office,2213,,No Issue,Compliant
20512,1496130000,2019,Multifamily LR (1-4),CENTRAL PARK EAST CONDOMINIUM,3,CENTRAL,1980,2001 E YESLER WAY,SEATTLE,WA,98122,47.60109,-122.30551,Multifamily Housing,,Multifamily LR (1-4),8,58,,29.7,29.9,1298459,1292144,83.2,83.6,,0.2,,0,0,1292143,378706,0,,52166,52166,0,,3,Multifamily Housing,43490,,,,,,No Issue,Compliant
20515,1498300850,2019,SPS-District K-12,BEACON HILL SCHOOL (SPS-DISTRICT),2,GREATER DUWAMISH,1971,2025 14TH AVE S,SEATTLE,WA,98144,47.58547,-122.3151,K-12 School,,K-12 School,54.6,69,,36.7,37.5,1936414,1899866,72,73,,1.1,,913885,9139,985981,288974,0,,51704,51704,0,,1,K-12 School,51704,,,,,,No Issue,Compliant
20519,1498302035,2019,NonResidential,2001 Plum LLC,2,GREATER DUWAMISH,1969,2001 S PLUM ST,SEATTLE,WA,98144,47.58513,-122.30645,Distribution Center,,Distribution Center,19.5,11,,54.1,53.6,1389939,1401692,135.8,134.7,,0.8,,231197,2312,1170495,343052,0,,25920,25920,0,,1,Distribution Center,19277,Refrigerated Warehouse,4051,Office,2592,,No Issue,Compliant
20520,1498302080,2019,NonResidential,ORIENTAL MEATS,2,GREATER DUWAMISH,1953,2001 21ST AVE S,SEATTLE,WA,98144,47.58528,-122.30595,Refrigerated Warehouse,,Refrigerated Warehouse,5.7,,,36,36,918350,918350,100.9,100.9,,0.2,,0,0,918350,269153,0,,25480,25480,0,,1,Refrigerated Warehouse,25480,,,,,,No Issue,Compliant
20522,1498302235,2019,NonResidential,MB WAREHOUSE LLC,2,GREATER DUWAMISH,1970,2028 21ST AVE S,SEATTLE,WA,98144,47.58482,-122.30501,Non-Refrigerated Warehouse,,Non-Refrigerated Warehouse,11.7,,,18.3,18.5,573925,568558,41.5,41.6,,0.4,,175427,1754,393131,115220,0,,31000,31000,0,,2,Non-Refrigerated Warehouse,31000,,,,,,No Issue,Compliant
20523,1498302245,2019,NonResidential,IMPRESSIONS NORTHWEST,2,GREATER DUWAMISH,1961,2001 22ND AVE S,SEATTLE,WA,98144,47.58528,-122.305,Office,,Office,21.2,59,,48.5,48.5,1443597,1443597,120.5,120.5,,0.7,,262414,2624,1181183,346185,0,,29740,29740,0,,1,Office,18644,Non-Refrigerated Warehouse,11096,,,,No Issue,Compliant
20525,1498302345,2019,NonResidential,KUSAK CUT GLASS WORKS,2,GREATER DUWAMISH,1954,1911 22ND AVE S,SEATTLE,WA,98144,47.58607,-122.30445,Distribution Center,,Distribution Center,1.2,,,,,,,,,,0.1,,0,0,200524,58770,0,,23236,23236,0,,1,Distribution Center,20736,Office,1250,Retail Store,1250,,Missing 2019 EUI or Electricity Data,Not Compliant
20526,1498302455,2019,NonResidential,FAMILY SERVICES,2,SOUTHEAST,2009,1900 RAINIER AVE S,SEATTLE,WA,98144,47.58579,-122.3034,Office,,Office,24.8,,,83.2,83.2,3166618,3166618,227.7,227.7,,0.7,,112096,1121,3054522,895229,0,,38075,38075,0,,3,Office,29035,K-12 School,6213,Retail Store,2825,,No Issue,Compliant
20529,1498303190,2019,Multifamily MR (5-9),CENTER PARK APTS,3,SOUTHEAST,1969,2100 25TH AVE S,SEATTLE,WA,98144,47.58421,-122.29978,Multifamily Housing,,Multifamily MR (5-9),24.1,79,,35.1,35.2,3916638,3907320,98.4,98.6,,0.2,,0,0,3907320,1145170,0,,139530,111176,28354,,7,Multifamily Housing,111176,Parking,28354,,,,No Issue,Compliant
20531,1498303300,2019,NonResidential,RED CROSS,3,SOUTHEAST,1970,1900 25TH AVE S,SEATTLE,WA,98144,47.5859,-122.29957,Office,,Office,66,76,,54.3,54.8,1943753,1927236,95.2,95.6,,1.7,,1153279,11533,773958,226834,0,,39170,39170,0,,2,Office,35500,,,,,,No Issue,Compliant
20532,1498303565,2019,Nonresidential COS,TENNIS CENTER,3,SOUTHEAST,1977,2000 MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98144,47.58476,-122.29765,Other - Recreation,,Other - Recreation,7,,,16.9,17.2,1146942,1127752,47.4,48.2,,0.2,,0,0,1127752,330525,0,,36070,36070,0,,1,Other - Recreation,66597,,,,,,No Issue,Compliant
20534,1499000000,2019,Multifamily MR (5-9),CENTRE COURT,7,MAGNOLIA / QUEEN ANNE,2002,116 WARREN AVE N,SEATTLE,WA,98109,47.61911,-122.35377,Multifamily Housing,,Multifamily MR (5-9),32.3,,,42.7,43.1,1100007,1089071,82.1,82.9,,1.3,,545117,5451,543954,159424,0,,34542,25514,9028,,5,Multifamily Housing,21169,Parking,9028,Office,4345,,No Issue,Compliant
20541,1624049229,2019,NonResidential,MYCON'S USED CARS,2,SOUTHEAST,1963,3711 RAINIER AVE S,SEATTLE,WA,98144,47.56979,-122.29234,Other - Services,,Other - Services,1,,,8.2,8.3,166892,164970,23,23.3,,0.1,,0,0,164970,48350,0,,20047,20047,0,,2,Other - Services,20047,,,,,,Account Requires Verification,Not Compliant
20542,1624049248,2019,Multifamily LR (1-4),THE CRESTVIEW,2,SOUTHEAST,1968,3630 RENTON AVE S,SEATTLE,WA,98144,47.57086,-122.29546,Multifamily Housing,,Multifamily LR (1-4),7.1,73,,31.2,31.5,1167892,1155557,87.3,88.2,,0.2,,0,0,1155557,338674,0,,37080,37080,0,,3,Multifamily Housing,37080,,,,,,No Issue,Compliant
20543,1624049282,2019,Multifamily LR (1-4),Andover Court Apartments,2,SOUTHEAST,2002,4000 MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98108,47.56791,-122.29643,Multifamily Housing,,Multifamily LR (1-4),5.5,42,,40.7,41.2,896817,886299,114,115.3,,0.2,,0,0,886299,259759,0,,22108,22108,0,,3,Multifamily Housing,21772,,,,,,No Issue,Compliant
20552,1327300008,2019,NonResidential,OLD WESTERN STEEL CASTING CO,2,GREATER DUWAMISH,1914,3300 1ST AVE S,SEATTLE,WA,98134,47.57403,-122.3336,Retail Store,,Retail Store,3.5,,,28.6,28.6,572155,572155,80.1,80.1,,0.2,,0,0,572155,167689,0,,20000,20000,0,,1,Retail Store,20000,,,,,,No Issue,Compliant
20564,1794500785,2019,Multifamily LR (1-4),SWEETBRIAR APTS (MIXED USE),7,MAGNOLIA / QUEEN ANNE,2008,2103 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.63734,-122.35724,Multifamily Housing,,Multifamily LR (1-4),31.1,87,,34,34.1,1862606,1859628,81.9,81.9,,0.6,,419210,4192,1440418,422162,0,,84147,52763,31384,,4,Multifamily Housing,43710,Parking,30355,Strip Mall,7281,,No Issue,Compliant
20565,1794500895,2019,NonResidential,SAFEWAY STORE # 368,7,MAGNOLIA / QUEEN ANNE,1962,2100 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.63776,-122.35606,Supermarket/Grocery Store,,Supermarket/Grocery Store,246.3,30,,344.7,346.4,8966216,8921851,689.6,690.3,,9.8,,4075010,40750,4846842,1420528,0,,25159,25159,0,,1,Supermarket/Grocery Store,25883,Parking,0,,,,No Issue,Compliant
20570,1794501111,2019,Multifamily LR (1-4),EDEN HILL (NEW MIX-USE),7,MAGNOLIA / QUEEN ANNE,2007,1925 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.63678,-122.35734,Mixed Use Property,,Multifamily LR (1-4),49.2,57,,60,60,2650480,2650480,140.2,140.2,,1,,700438,7004,1950043,571525,0,,83175,51203,31972,,4,Parking,31108,Multifamily Housing,29143,Retail Store,13024,,No Issue,Compliant
20573,1794501150,2019,Nonresidential COS,QUEEN ANNE COMMUNITY CENTER,7,MAGNOLIA / QUEEN ANNE,1948,1901 1ST AVE W,SEATTLE,WA,98119,47.63629,-122.35922,Other - Recreation,,Other - Recreation,177.2,,,158.8,163.3,4214318,4098612,225.1,229.9,,6.5,,3237319,32373,861293,252431,0,,27247,27247,0,,1,Other - Recreation,25809,,,,,,No Issue,Compliant
20577,1797501310,2019,Multifamily MR (5-9),PARK VISTA APARTMENTS,4,NORTHEAST,1928,5810 COWEN PL NE,SEATTLE,WA,98105,47.67141,-122.31219,Multifamily Housing,,Multifamily MR (5-9),102.7,94,,39.1,39.9,2340942,2294271,53.2,54,,1.7,,1885887,18859,408384,119690,0,,58735,58735,0,,5,Multifamily Housing,58735,,,,,,No Issue,Compliant
20585,1806900395,2019,Multifamily LR (1-4),ANHALT BUILDING APARTMENTS,3,EAST,2015,1600 E JOHN ST,SEATTLE,WA,98112,47.61991,-122.31095,Multifamily Housing,,Multifamily LR (1-4),6.7,47,,35.4,35.5,1087052,1084517,99.1,99.4,,0.3,,0,0,1084517,317854,0,,29848,23293,6555,,3,Multifamily Housing,30629,,,,,,No Issue,Compliant
20586,1806900405,2019,Multifamily LR (1-4),BUCKLEY APTS,3,EAST,1928,201 17TH AVE E,SEATTLE,WA,98112,47.6199,-122.31037,Multifamily Housing,,Multifamily LR (1-4),97.3,61,,65.7,67.3,2115867,2067731,83.9,85.5,,3.1,,1801131,18011,266600,78136,0,,34455,31455,3000,,3,Multifamily Housing,31455,Parking,0,,,,No Issue,Compliant
20834,1959701270,2019,Multifamily LR (1-4),REMI APTS,4,LAKE UNION,1996,2727 EASTLAKE AVE E,SEATTLE,WA,98102,47.64533,-122.32637,,,,0,,,,,,,,,,0,,0,0,0,0,0,,54721,36900,17821,,4,,,,,,,,Portfolio Manager Account Not Shared,Not Compliant
20594,1817800015,2019,Multifamily LR (1-4),BOYLSTON PLACE,3,EAST,1990,1816 BOYLSTON AVE,SEATTLE,WA,98122,47.61807,-122.32285,Multifamily Housing,,Multifamily LR (1-4),4.3,94,,24.7,25,699943,693889,69.3,69.9,,0.2,,0,0,693889,203367,0,,28038,21723,6315,,4,Multifamily Housing,28038,Parking,6300,,,,No Issue,Compliant
20597,1817800135,2019,Multifamily LR (1-4),LANCASTER APTS,3,EAST,1924,704 E THOMAS ST,SEATTLE,WA,98102,47.62121,-122.32292,Multifamily Housing,,Multifamily LR (1-4),3.8,86,,24.8,24.8,619089,619089,69.5,69.5,,0.2,,0,0,619089,181445,0,,24939,24939,0,,3,Multifamily Housing,24939,,,,,,No Issue,Compliant
20604,1824049012,2019,NonResidential,WAREHOUSE,2,GREATER DUWAMISH,1955,20 S IDAHO ST,SEATTLE,WA,98134,47.56489,-122.3409,Distribution Center,,Distribution Center,3.4,58,,16,16,545314,545314,44.9,44.9,,0.1,,0,0,545314,159822,0,,26680,26680,0,,1,Distribution Center,33987,,,,,,Account Requires Verification,Not Compliant
20605,1824049044,2019,NonResidential,VISKO BUILDING,1,DELRIDGE NEIGHBORHOODS,1953,4229 W MARGINAL WAY SW,SEATTLE,WA,98106,47.56447,-122.35335,Non-Refrigerated Warehouse,,Non-Refrigerated Warehouse,59.6,9,,55.7,55.6,1751592,1757175,98.4,97.9,,1.9,,1038932,10389,718243,210505,0,,31521,31521,0,,1,Non-Refrigerated Warehouse,31521,,,,,,No Issue,Compliant
20613,1824049069,2019,NonResidential,QFC WAREHOUSE,2,GREATER DUWAMISH,1951,3663 1ST AVE S,SEATTLE,WA,98134,47.56982,-122.33479,Non-Refrigerated Warehouse,,Non-Refrigerated Warehouse,48.4,37,,54.1,55.2,1324819,1299293,88.9,90,,2,,859568,8596,439725,128876,0,,24000,24000,0,,1,Non-Refrigerated Warehouse,24000,,,,,,No Issue,Compliant
20614,1824049070,2019,NonResidential,J C WRIGHT SALES COMPANY,2,GREATER DUWAMISH,1952,14 S IDAHO ST,SEATTLE,WA,98134,47.56487,-122.34181,Self-Storage Facility,,Self-Storage Facility,77.9,,,70.1,72.3,1583947,1534464,79.7,82.1,,3.6,,1457682,14577,76782,22504,0,,21900,21900,0,,1,Self-Storage Facility,21900,,,,,,No Issue,Compliant
20620,1824049109,2019,NonResidential,C.C. FILSON,2,GREATER DUWAMISH,1998,3851 1ST AVE S,SEATTLE,WA,98134,47.5678,-122.33622,Distribution Center,,Distribution Center,49.9,58,,38.8,39.6,1407805,1381721,65.3,66.1,,1.4,,882241,8822,499480,146389,0,,35579,35579,0,,1,Distribution Center,35579,,,,,,No Issue,Compliant
20622,1825049006,2019,Multifamily MR (5-9),THE NOBLE APARTMENTS,4,LAKE UNION,2012,4301 STONE WAY N,SEATTLE,WA,98103,47.65941,-122.34255,Multifamily Housing,,Multifamily MR (5-9),87,95,,38.3,38.5,2963886,2948085,73.9,74.1,,1.1,,1465768,14658,1482317,434442,0,,114461,76966,37495,,5,Multifamily Housing,76966,Parking,0,,,,No Issue,Compliant
20624,1825049039,2019,Multifamily MR (5-9),PORTOFINO APARTMENTS,4,LAKE UNION,2008,3815 WOODLAND PARK AVE N,SEATTLE,WA,98103,47.65331,-122.34445,Multifamily Housing,,Multifamily MR (5-9),4.4,99,,27.8,27.8,715938,715938,77.8,77.8,,0.2,,0,0,715938,209829,0,,40505,25885,14620,,5,Multifamily Housing,25770,Parking,14545,,,,No Issue,Compliant
20626,1327300065,2019,NonResidential,ALASKAN COPPER AND BRASS CO,2,GREATER DUWAMISH,1975,3317 6TH AVE S,SEATTLE,WA,98134,47.57382,-122.32672,Distribution Center,,Distribution Center,3.1,29,,10.1,10.1,506726,506726,28.4,28.4,,0.1,,0,0,506726,148513,0,,49950,49950,0,,1,Distribution Center,49950,,,,,,No Issue,Compliant
20630,1330800000,2019,Multifamily LR (1-4),CANTERBURY SHORES CONDOMINIUM,3,EAST,1967,2501 CANTERBURY LN E,SEATTLE,WA,98112,47.64202,-122.28039,Multifamily Housing,,Multifamily LR (1-4),50.2,45,,42.8,42.7,3973958,3990188,109.7,109.9,,0.4,,545623,5456,3444564,1009544,0,,118154,118154,0,,4,Multifamily Housing,93154,Parking,8460,Swimming Pool,0,,No Issue,Compliant
20644,1337800870,2019,Multifamily LR (1-4),PARKRIDGE APTS,3,EAST,1984,1210 15TH AVE E,SEATTLE,WA,98112,47.6315,-122.31221,Multifamily Housing,,Multifamily LR (1-4),8.3,84,,30.1,30.4,1363617,1353632,84.4,85,,0.1,,0,0,1353631,396727,0,,66885,61715,5170,,3,Multifamily Housing,44900,Parking,5170,,,,No Issue,Compliant
20645,1337801270,2019,SPS-District K-12,STEVENS ELEMENTARY (SPS-DISTRICT),3,EAST,2001,1242 18TH AVE E,SEATTLE,WA,98112,47.6315,-122.30761,K-12 School,,K-12 School,65.6,81,,33,33.3,2068546,2045988,60.5,60.9,,1.1,,1128163,11282,917825,268999,0,,62078,62078,0,,3,K-12 School,62078,,,,,,No Issue,Compliant
20653,1354300000,2019,Multifamily MR (5-9),CARBON 56,7,DOWNTOWN,2004,2015 TERRY AVE,SEATTLE,WA,98121,47.6172,-122.3359,Multifamily Housing,,Multifamily MR (5-9),104.3,72,,45.8,46.6,2912872,2863688,76.6,77.4,,1.7,,1844932,18449,1018756,298580,0,,62665,62665,0,,5,Multifamily Housing,62565,Parking,23870,,,,No Issue,Compliant
20656,1355300034,2019,Multifamily LR (1-4),HOWELL STREET APARTMENTS,3,EAST,1987,1401 E HOWELL ST,SEATTLE,WA,98122,47.61736,-122.31399,Multifamily Housing,,Multifamily LR (1-4),3.6,98,,19.6,19.5,576379,578457,54.9,54.7,,0.1,,0,0,578457,169536,0,,34924,29492,5432,,4,Multifamily Housing,29492,Parking,5432,,,,No Issue,Compliant
20658,1368300000,2019,Multifamily MR (5-9),CARLETON HOUSE CONDOMINIUM,7,MAGNOLIA / QUEEN ANNE,1975,2565 DEXTER AVE N,SEATTLE,WA,98109,47.64364,-122.34645,Multifamily Housing,,Multifamily MR (5-9),9.4,85,,25.1,25.4,1534873,1521537,70.4,71,,0.1,,0,0,1521537,445937,0,,62820,62820,0,,5,Multifamily Housing,60500,,,,,,No Issue,Compliant
20659,1370802570,2019,NonResidential,MAGNOLIA UNITED CHURCH OF CHRIST,7,MAGNOLIA / QUEEN ANNE,1947,3555 W MCGRAW ST,SEATTLE,WA,98199,47.63927,-122.4032,Worship Facility,,Worship Facility,34.4,67,,34.9,35.9,811336,788569,48.9,50.1,,1.5,,629597,6296,158972,46592,0,,22612,22612,0,,2,Worship Facility,22612,,,,,,No Issue,Compliant
20667,1389800115,2019,Multifamily LR (1-4),CHE SENH MINH,2,GREATER DUWAMISH,2003,2523 15TH AVE S,SEATTLE,WA,98144,47.58025,-122.31381,Multifamily Housing,,Multifamily LR (1-4),4.2,85,,25.2,25.4,687932,683033,70.6,71.1,,0.2,,0,0,683033,200186,0,,27076,27076,0,,4,Multifamily Housing,27076,,,,,,No Issue,Compliant
20668,1400500000,2019,Multifamily MR (5-9),CARRARA CONDOMINIUM,7,MAGNOLIA / QUEEN ANNE,1999,123 QUEEN ANNE AVE N,SEATTLE,WA,98109,47.61934,-122.35713,Multifamily Housing,,Multifamily MR (5-9),8.3,92,,27.4,27.6,1328953,1321284,76.7,77.1,,0.2,,3706,37,1317578,386160,0,,48150,48150,0,,6,Multifamily Housing,48150,,,,,,No Issue,Compliant
