,Unnamed: 0,OSEBuildingID,TaxParcelIdentificationNumber,DataYear,BuildingType,BuildingName,NaturalGas(kBtu),Electricity(kBtu),SteamUse(kBtu),PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,OSE Building Type,LargestPropertyUseType OSE,SecondLargestPropertyUseType OSE,ThirdLargestPropertyUseType OSE,LargestPropertyUseType OSE GFA for Policy,SecondLargestPropertyUseType OSE GFA for Policy,ThirdLargestPropertyUseType OSE GFA for Policy,Total GFA for Policy,LargestPropertyUseType Percent GFA,SecondLargestPropertyUseType Percent GFA,ThirdLargestPropertyUseType Percent GFA,sq_ft_classification
854,862,20073,659001020,2019,NonResidential,GRIFFIN BUILDING,0,858103,827116,32356,32356,0,Financial Office,25876.0,Bank Branch,6480.0,,,NonResidential,Office,Retail Store,,25876.0,6480.0,0.0,32356.0,0.7997280257139325,0.2002719742860675,0.0,D
855,863,20082,660000435,2019,NonResidential,LA QUINTA INN & SUITES,2553681,1764454,0,61180,48220,12960,Hotel,61180.0,,,,,NonResidential,Hotel,,,61180.0,0.0,0.0,61180.0,1.0,0.0,0.0,C
856,864,20087,660000625,2019,NonResidential,800 Stewart,1510349,1732818,0,43506,32256,11250,Office,32569.0,Parking,0.0,,,NonResidential,Office,,,32569.0,0.0,0.0,32569.0,1.0,0.0,0.0,D
857,865,20093,660000835,2019,Multifamily HR (10+),THE OLIVIAN,4565323,11710144,0,501239,340214,161025,Multifamily Housing,301239.0,,,,,Multifamily,Multifamily Housing,,,301239.0,0.0,0.0,301239.0,1.0,0.0,0.0,A
858,866,20094,660000900,2019,Multifamily HR (10+),TOWER 801,1896652,6301510,0,179745,140241,39504,Multifamily Housing,121455.0,Parking,15360.0,Swimming Pool,0.0,Multifamily,Multifamily Housing,,Recreation,121455.0,15360.0,0.0,136815.0,0.8877316083762745,0.1122683916237254,0.0,B
859,867,20095,1175001045,2019,Multifamily LR (1-4),LOCK VISTA APTS,1573324,2393421,0,159820,159820,0,Multifamily Housing,159820.0,Parking,0.0,,,Multifamily,Multifamily Housing,,,159820.0,0.0,0.0,159820.0,1.0,0.0,0.0,B
860,868,20100,1176001275,2019,Multifamily LR (1-4),GOLDEN SUNSET APTS,667243,1369200,0,60858,60858,0,Multifamily Housing,60858.0,,,,,Multifamily,Multifamily Housing,,,60858.0,0.0,0.0,60858.0,1.0,0.0,0.0,C
861,869,20112,1224039015,2019,Multifamily LR (1-4),HARBOR SQUARE APTS,396394,372991,0,28033,28033,0,Multifamily Housing,27923.0,,,,,Multifamily,Multifamily Housing,,,27923.0,0.0,0.0,27923.0,1.0,0.0,0.0,E
862,870,20120,1250200025,2019,Multifamily LR (1-4),SEATTLE HOUSING AUTHORITY,0,1322118,0,39816,39816,0,Multifamily Housing,39816.0,,,,,Multifamily,Multifamily Housing,,,39816.0,0.0,0.0,39816.0,1.0,0.0,0.0,D
863,871,20130,1257200735,2019,NonResidential,GREEN LAKE UNITED METHODIST,288663,0,0,23931,23931,0,Worship Facility,23931.0,,,,,NonResidential,Worship Facility,,,23931.0,0.0,0.0,23931.0,1.0,0.0,0.0,E
864,872,20132,1257203120,2019,NonResidential,SEVENTH DAY ADVENTIST CHURCH,765766,253779,0,21393,21393,0,Worship Facility,21393.0,,,,,NonResidential,Worship Facility,,,21393.0,0.0,0.0,21393.0,1.0,0.0,0.0,E
865,873,20133,1275150000,2019,Multifamily MR (5-9),BUSH HOTEL 2 CONDOMINIUM,5841616,2214835,0,75187,75187,0,Multifamily Housing,47814.0,Office,22372.0,Restaurant,6479.0,Multifamily,Multifamily Housing,Office,Restaurant,47814.0,22372.0,6479.0,76665.0,0.6236744277049501,0.2918150394573795,0.0845105328376703,C
866,874,20138,1604700000,2019,Multifamily MR (5-9),THE CLAREMONT,594595,1224360,0,78005,63924,14081,Multifamily Housing,63723.0,Parking,14081.0,,,Multifamily,Multifamily Housing,,,63723.0,14081.0,0.0,77804.0,0.8190195876818672,0.1809804123181327,0.0,C
867,875,20140,1282301210,2019,Multifamily LR (1-4),GALE PLACE APTS,0,826292,0,20400,20400,0,Multifamily Housing,20448.0,Parking,0.0,,,Multifamily,Multifamily Housing,,,20448.0,0.0,0.0,20448.0,1.0,0.0,0.0,E
868,876,20141,1282301295,2019,NonResidential,WALDEN BUILDING,1129724,742444,0,47560,47560,0,Non-Refrigerated Warehouse,41560.0,Office,6000.0,,,NonResidential,Non-Refrigerated Warehouse,Office,,41560.0,6000.0,0.0,47560.0,0.8738435660218671,0.1261564339781329,0.0,D
869,877,20145,1285700000,2019,NonResidential,CABRINI SENIOR HOUSING,827906,1585970,0,62334,51457,10877,Senior Care Community,35696.0,Bank Branch,15661.0,Parking,10877.0,NonResidential,Senior Living Community,Retail Store,,35696.0,15661.0,10877.0,62234.0,0.5735771443262525,0.251647009673169,0.1747758460005784,C
870,878,20152,1307000000,2019,Multifamily LR (1-4),CALLISTO CONDOMINIUM-renovation.,0,767762,0,28296,28296,0,Multifamily Housing,28296.0,Parking,0.0,,,Multifamily,Multifamily Housing,,,28296.0,0.0,0.0,28296.0,1.0,0.0,0.0,E
871,879,20153,1310450000,2019,Multifamily LR (1-4),CAMBRIDGE COURT CONDOMINIUM,0,973376,0,41664,41664,0,Multifamily Housing,41644.0,,,,,Multifamily,Multifamily Housing,,,41644.0,0.0,0.0,41644.0,1.0,0.0,0.0,D
872,880,20160,1321300090,2019,NonResidential,SIGMA KAPPA CORP,1268448,307170,0,20960,20960,0,Residence Hall/Dormitory,20960.0,,,,,NonResidential,Residence Hall/Dormitory,,,20960.0,0.0,0.0,20960.0,1.0,0.0,0.0,E
873,881,20162,2748000000,2019,Multifamily MR (5-9),GETHSEMANE APARTMENTS,4114261,1742580,0,67403,67403,0,Multifamily Housing,36729.0,Worship Facility,12690.0,Other - Lodging/Residential,11810.0,Multifamily,Multifamily Housing,Worship Facility,Hotel,36729.0,12690.0,11810.0,61229.0,0.5998628101063221,0.2072547322347253,0.1928824576589524,C
874,882,20163,660001170,2019,Multifamily HR (10+),ASPIRA - APARTMENTS,1742212,8046004,0,517164,371539,145625,Multifamily Housing,414155.0,Parking,108300.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",4434.0,Multifamily,Multifamily Housing,,Services,414155.0,108300.0,4434.0,526889.0,0.7860384255507327,0.2055461396992535,0.0084154347500137,A
875,883,20164,660001235,2019,Multifamily MR (5-9),JULIE APARTMENTS,1686671,841117,0,30180,30180,0,Multifamily Housing,36050.0,Other,1500.0,Office,450.0,Multifamily,Multifamily Housing,Other,Office,36050.0,1500.0,450.0,38000.0,0.9486842105263158,0.0394736842105263,0.0118421052631578,D
876,884,20166,660001305,2019,NonResidential,Cornish (BEEBE),65219,516359,0,28800,28800,0,College/University,28800.0,,,,,NonResidential,College/University,,,28800.0,0.0,0.0,28800.0,1.0,0.0,0.0,E
877,885,20167,660001310,2019,NonResidential,SOCIAL SECURITY ADMINISTRATION,1395818,505884,0,21600,21600,0,K-12 School,21600.0,,,,,NonResidential,K-12 School,,,21600.0,0.0,0.0,21600.0,1.0,0.0,0.0,E
878,886,20168,660001365,2019,NonResidential,SPRUCE STREET SCHOOL,0,1115405,0,22860,22860,0,K-12 School,22860.0,,,,,NonResidential,K-12 School,,,22860.0,0.0,0.0,22860.0,1.0,0.0,0.0,E
879,887,20169,1004500000,2019,Multifamily LR (1-4),BOWDOIN PLACE CONDOMINIUM,0,704348,0,25490,25490,0,Multifamily Housing,25490.0,Parking,9300.0,,,Multifamily,Multifamily Housing,,,25490.0,9300.0,0.0,34790.0,0.7326818051164128,0.2673181948835872,0.0,D
880,888,20170,1005000168,2019,Multifamily MR (5-9),STATION AT OTHELLO PARK,2779794,6952022,0,387971,297636,90335,Multifamily Housing,276881.0,Parking,90335.0,Retail Store,15877.0,Multifamily,Multifamily Housing,,Retail Store,276881.0,90335.0,15877.0,383093.0,0.7227513945699869,0.2358043608210017,0.0414442446090113,A
881,889,20179,1025049103,2019,Multifamily LR (1-4),LEWISON PLACE APARTMENTS,0,692672,0,25137,25137,0,Multifamily Housing,25137.0,,,,,Multifamily,Multifamily Housing,,,25137.0,0.0,0.0,25137.0,1.0,0.0,0.0,E
882,890,20182,1025049150,2019,NonResidential,ST BRIDGET CHURCH,385499,324256,0,26366,26366,0,Worship Facility,26386.0,Parking,0.0,,,NonResidential,Worship Facility,,,26386.0,0.0,0.0,26386.0,1.0,0.0,0.0,E
883,891,20186,1029900000,2019,Multifamily LR (1-4),BRADFORD COURT CONDOMINIUM,0,850881,0,31236,31236,0,Multifamily Housing,31236.0,,,,,Multifamily,Multifamily Housing,,,31236.0,0.0,0.0,31236.0,1.0,0.0,0.0,D
884,892,20187,1036600000,2019,Multifamily MR (5-9),BRAEBURN CONDOMINIUM,786869,3516591,0,140759,140759,0,Multifamily Housing,140759.0,Parking,61200.0,,,Multifamily,Multifamily Housing,,,140759.0,61200.0,0.0,201959.0,0.6969681965151343,0.3030318034848657,0.0,B
885,893,20188,1041400000,2019,Multifamily LR (1-4),BRANDON COURT CONDOMINIUM,0,497344,0,27119,27119,0,Multifamily Housing,22153.0,,,,,Multifamily,Multifamily Housing,,,22153.0,0.0,0.0,22153.0,1.0,0.0,0.0,E
886,894,20197,1102000351,2019,NonResidential,SEPHARDIC BIKUR HOLIM,377926,506494,0,21732,21732,0,Worship Facility,21732.0,,,,,NonResidential,Worship Facility,,,21732.0,0.0,0.0,21732.0,1.0,0.0,0.0,E
887,895,20198,1105000105,2019,Multifamily LR (1-4),GARDEN COURT APTS,0,1358456,0,43752,43752,0,Multifamily Housing,38514.0,,,,,Multifamily,Multifamily Housing,,,38514.0,0.0,0.0,38514.0,1.0,0.0,0.0,D
888,896,20199,1105000115,2019,Multifamily LR (1-4),GRAHAM ST APTS,0,1293794,0,60270,52588,7682,Multifamily Housing,53285.0,Parking,2000.0,Non-Refrigerated Warehouse,1000.0,Multifamily,Multifamily Housing,,Non-Refrigerated Warehouse,53285.0,2000.0,1000.0,56285.0,0.9466998312161322,0.0355334458559118,0.0177667229279559,C
889,897,20201,1105000460,2019,Multifamily LR (1-4),BRIGHTON PLACE APTS,4293419,2038078,0,160561,160561,0,Multifamily Housing,160561.0,,,,,Multifamily,Multifamily Housing,,,160561.0,0.0,0.0,160561.0,1.0,0.0,0.0,B
890,898,20207,1105000900,2019,Multifamily LR (1-4),MYRTLE STREET APTS,0,1008061,0,34678,34678,0,Multifamily Housing,34678.0,,,,,Multifamily,Multifamily Housing,,,34678.0,0.0,0.0,34678.0,1.0,0.0,0.0,D
891,899,20210,1117050000,2019,Multifamily MR (5-9),BRIX,2818071,1534485,0,145812,145812,0,Multifamily Housing,117242.0,Parking,23500.0,Restaurant,4846.0,Multifamily,Multifamily Housing,,Restaurant,117242.0,23500.0,4846.0,145588.0,0.8052998873533533,0.1614144022859026,0.033285710360744,B
892,900,20212,1125039011,2019,NonResidential,MARKET STREET HOLDINGS,525688,935379,0,20539,20539,0,Retail Store,7387.0,Multifamily Housing,5264.0,Restaurant,3700.0,NonResidential,Retail Store,Multifamily Housing,Restaurant,7387.0,5264.0,3700.0,16351.0,0.4517766497461929,0.3219374961776038,0.2262858540762033,F
893,901,20216,1125039068,2019,NonResidential,PORT OF SEATTLE- MIC (Maritime Industrial Center),0,2669715,0,48560,48560,0,Other,59805.0,,,,,NonResidential,Other,,,59805.0,0.0,0.0,59805.0,1.0,0.0,0.0,C
894,902,20217,1125049134,2019,SPS-District K-12,SAND POINT ELEMENTARY (SPS-DISTRICT),789010,718264,0,38624,38624,0,K-12 School,41408.0,,,,,Campus,K-12 School,,,41408.0,0.0,0.0,41408.0,1.0,0.0,0.0,D
895,903,20222,1131000000,2019,Multifamily MR (5-9),BROADWAY PLAZA CONDOMINIUM,0,594560,0,22874,22874,0,Multifamily Housing,22874.0,,,,,Multifamily,Multifamily Housing,,,22874.0,0.0,0.0,22874.0,1.0,0.0,0.0,E
896,904,20223,1133000220,2019,Multifamily LR (1-4),WHITE HEATHER APT BLDG,0,567698,0,21469,21469,0,Multifamily Housing,21469.0,,,,,Multifamily,Multifamily Housing,,,21469.0,0.0,0.0,21469.0,1.0,0.0,0.0,E
897,905,20224,1133000225,2019,Multifamily LR (1-4),PINEHURST COURT,0,1611771,0,50252,50252,0,Multifamily Housing,50252.0,,,,,Multifamily,Multifamily Housing,,,50252.0,0.0,0.0,50252.0,1.0,0.0,0.0,C
898,906,20228,1139000105,2019,Multifamily LR (1-4),ARRAGUN APARTMENTS,0,635054,0,22824,20480,2344,Multifamily Housing,20480.0,Parking,2344.0,,,Multifamily,Multifamily Housing,,,20480.0,2344.0,0.0,22824.0,0.8973010865755345,0.1026989134244654,0.0,E
899,907,20230,1139000990,2019,Multifamily LR (1-4),NORTHPARK VILLAGE,0,1103821,0,57338,43130,14208,Multifamily Housing,43180.0,Parking,14208.0,,,Multifamily,Multifamily Housing,,,43180.0,14208.0,0.0,57388.0,0.752422109151739,0.2475778908482609,0.0,C
900,908,20232,1142000015,2019,Multifamily MR (5-9),MALLOY APTS,1358817,1688570,0,93502,93502,0,Multifamily Housing,93502.0,,,,,Multifamily,Multifamily Housing,,,93502.0,0.0,0.0,93502.0,1.0,0.0,0.0,B
901,909,20234,1142000120,2019,Multifamily LR (1-4),BARTELL'S AND APARTMENTS,0,596880,0,20260,20260,0,Multifamily Housing,12640.0,Retail Store,7620.0,,,Multifamily,Multifamily Housing,Retail Store,,12640.0,7620.0,0.0,20260.0,0.6238894373149062,0.3761105626850938,0.0,E
902,910,20237,1142000160,2019,NonResidential,RETAIL,0,830371,0,32960,32960,0,Retail Store,32960.0,,,,,NonResidential,Retail Store,,,32960.0,0.0,0.0,32960.0,1.0,0.0,0.0,D
903,911,20241,1142000235,2019,NonResidential,NEPTUNE THEATER,2361643,777700,0,29636,29636,0,Other - Entertainment/Public Assembly,20043.0,Multifamily Housing,5808.0,Office,3785.0,NonResidential,Entertainment/Public Assembly,Multifamily Housing,Office,20043.0,5808.0,3785.0,29636.0,0.6763058442434876,0.1959778647590768,0.1277162909974355,E
904,912,20242,1142000445,2019,NonResidential,THE COLLEGIANA (UW MED),0,671015,0,20571,20571,0,Hotel,20571.0,,,,,NonResidential,Hotel,,,20571.0,0.0,0.0,20571.0,1.0,0.0,0.0,E
905,913,20243,1142000450,2019,Multifamily LR (1-4),LA MIRADA APARTMENTS,0,658734,0,23742,23742,0,Multifamily Housing,23742.0,,,,,Multifamily,Multifamily Housing,,,23742.0,0.0,0.0,23742.0,1.0,0.0,0.0,E
906,914,20251,1142000805,2019,Multifamily LR (1-4),FORDE APARTMENTS,0,555526,0,24492,21176,3316,Multifamily Housing,21176.0,,,,,Multifamily,Multifamily Housing,,,21176.0,0.0,0.0,21176.0,1.0,0.0,0.0,E
907,915,20252,1142000860,2019,Multifamily MR (5-9),ESCOLIER APARTMENTS,0,661344,0,31075,31075,0,Multifamily Housing,31075.0,,,,,Multifamily,Multifamily Housing,,,31075.0,0.0,0.0,31075.0,1.0,0.0,0.0,D
908,916,20258,1142000955,2019,Multifamily LR (1-4),WELLESLEY APARTMENTS,0,757857,0,28700,28700,0,Multifamily Housing,28700.0,,,,,Multifamily,Multifamily Housing,,,28700.0,0.0,0.0,28700.0,1.0,0.0,0.0,E
909,917,20263,1142001090,2019,Multifamily LR (1-4),STANFORD APARTMENTS,211646,369040,0,22542,22542,0,Multifamily Housing,22542.0,,,,,Multifamily,Multifamily Housing,,,22542.0,0.0,0.0,22542.0,1.0,0.0,0.0,E
910,918,20264,1142001100,2019,Multifamily LR (1-4),CAMPUS APT,292037,495814,0,24680,24680,0,Multifamily Housing,24680.0,,,,,Multifamily,Multifamily Housing,,,24680.0,0.0,0.0,24680.0,1.0,0.0,0.0,E
911,919,20265,1142001140,2019,Multifamily MR (5-9),UNIVERSITY MANOR APARTMENTS,1080381,1633341,0,63837,63837,0,Multifamily Housing,60799.0,Medical Office,1276.0,Other - Restaurant/Bar,976.0,Multifamily,Multifamily Housing,Office,Restaurant,60799.0,1276.0,976.0,63051.0,0.9642828821113067,0.0202375854467018,0.0154795324419914,C
912,920,20266,1142001145,2019,NonResidential,UNIVERSITY METHODIST TEMPLE,2313146,887557,0,47992,47992,0,Worship Facility,37800.0,Other,10206.0,,,NonResidential,Worship Facility,Other,,37800.0,10206.0,0.0,48006.0,0.7874015748031497,0.2125984251968504,0.0,D
913,921,20267,1142001210,2019,Multifamily LR (1-4),LA PAZ APARTMENTS WITH STREET LEVEL RETAIL,1140964,592870,0,22320,22320,0,Multifamily Housing,14206.0,Retail Store,7006.0,,,Multifamily,Multifamily Housing,Retail Store,,14206.0,7006.0,0.0,21212.0,0.6697152555157458,0.3302847444842542,0.0,E
914,922,20273,1142001455,2019,NonResidential,BROOKLYN PLAZA DORM,1185715,1135434,0,28572,21245,7327,Residence Hall/Dormitory,22000.0,Parking,7000.0,,,NonResidential,Residence Hall/Dormitory,,,22000.0,7000.0,0.0,29000.0,0.7586206896551724,0.2413793103448276,0.0,E
915,923,20274,1142001475,2019,Multifamily LR (1-4),COHO APARTMENTS,0,678834,0,26639,26639,0,Multifamily Housing,26639.0,,,,,Multifamily,Multifamily Housing,,,26639.0,0.0,0.0,26639.0,1.0,0.0,0.0,E
916,924,20279,1142001535,2019,Multifamily LR (1-4),MAVERICK APT,0,806839,0,34735,27671,7064,Multifamily Housing,27671.0,,,,,Multifamily,Multifamily Housing,,,27671.0,0.0,0.0,27671.0,1.0,0.0,0.0,E
917,925,20280,1142001560,2019,Multifamily LR (1-4),TYEE APARTMENTS,0,722062,0,25568,25568,0,Multifamily Housing,25568.0,,,,,Multifamily,Multifamily Housing,,,25568.0,0.0,0.0,25568.0,1.0,0.0,0.0,E
918,926,20281,1142001570,2019,Multifamily LR (1-4),LEVERE APTS,371282,563876,0,25904,25904,0,Multifamily Housing,25904.0,,,,,Multifamily,Multifamily Housing,,,25904.0,0.0,0.0,25904.0,1.0,0.0,0.0,E
919,927,20296,1142001770,2019,Multifamily LR (1-4),LEE AND LEE APARTMENTS,0,723685,0,24548,24548,0,Multifamily Housing,24548.0,,,,,Multifamily,Multifamily Housing,,,24548.0,0.0,0.0,24548.0,1.0,0.0,0.0,E
920,928,20297,1142001780,2019,Multifamily MR (5-9),COLLEGE PLACE APARTMENTS,0,1974809,0,71827,53480,18347,Multifamily Housing,53480.0,Parking,10000.0,,,Multifamily,Multifamily Housing,,,53480.0,10000.0,0.0,63480.0,0.8424700693131695,0.1575299306868305,0.0,C
921,929,20303,1145000070,2019,Multifamily MR (5-9),TRINITY APARTMENTS,383447,3035270,0,145350,104050,41300,Multifamily Housing,141650.0,Retail Store,3700.0,,,Multifamily,Multifamily Housing,Retail Store,,141650.0,3700.0,0.0,145350.0,0.9745442036463708,0.0254557963536291,0.0,B
922,930,20304,1145000155,2019,Multifamily MR (5-9),THE KENNEDY BUILDING,0,3440347,0,169931,114503,55428,Multifamily Housing,111373.0,Financial Office,3130.0,,,Multifamily,Multifamily Housing,Office,,111373.0,3130.0,0.0,114503.0,0.9726644716732312,0.0273355283267687,0.0,B
923,931,20307,1145000325,2019,Multifamily MR (5-9),ALLEGRO 1 APARTMENTS,980921,2263333,0,69452,26120,43332,Multifamily Housing,69452.0,Parking,43332.0,,,Multifamily,Multifamily Housing,,,69452.0,43332.0,0.0,112784.0,0.6157965668889204,0.3842034331110796,0.0,B
924,932,20308,1145000525,2019,Multifamily MR (5-9),ALLEGRO II   (53 UNITS PLUS RETAIL),0,1185193,0,73927,47791,26136,Multifamily Housing,47791.0,Parking,26136.0,,,Multifamily,Multifamily Housing,,,47791.0,26136.0,0.0,73927.0,0.6464620504010713,0.3535379495989286,0.0,C
925,933,20309,1160000005,2019,Multifamily LR (1-4),CARIBBEAN MANOR APT'S,23633,859958,0,29683,29683,0,Multifamily Housing,29683.0,,,,,Multifamily,Multifamily Housing,,,29683.0,0.0,0.0,29683.0,1.0,0.0,0.0,E
926,934,20310,1165200000,2019,Multifamily MR (5-9),BROXTON CONDOMINIUM,661600,982865,0,40791,40791,0,Multifamily Housing,42077.0,Parking,17566.0,Medical Office,2240.0,Multifamily,Multifamily Housing,,Office,42077.0,17566.0,2240.0,61883.0,0.6799444112276393,0.2838582486304801,0.0361973401418806,C
927,935,20311,1172000025,2019,Multifamily MR (5-9),LICTONWOOD APT SEATTLE HOUSING,697334,2354287,0,56319,56319,0,Multifamily Housing,56319.0,,,,,Multifamily,Multifamily Housing,,,56319.0,0.0,0.0,56319.0,1.0,0.0,0.0,C
928,936,20312,1175000630,2019,Multifamily LR (1-4),TELEMARK APTS,0,639413,0,30948,30948,0,Multifamily Housing,30948.0,,,,,Multifamily,Multifamily Housing,,,30948.0,0.0,0.0,30948.0,1.0,0.0,0.0,D
929,937,20316,1175000904,2019,Multifamily LR (1-4),FAIRHAVEN APTS,0,906303,0,39319,30786,8533,Multifamily Housing,30786.0,Parking,0.0,,,Multifamily,Multifamily Housing,,,30786.0,0.0,0.0,30786.0,1.0,0.0,0.0,D
930,938,20320,1501800015,2019,Multifamily LR (1-4),ISLAND VIEW APTS,0,1381132,0,41443,41443,0,Multifamily Housing,41443.0,,,,,Multifamily,Multifamily Housing,,,41443.0,0.0,0.0,41443.0,1.0,0.0,0.0,D
931,939,20321,1508400000,2019,Multifamily LR (1-4),CHAMBERY PARK CONDOMINIUM,0,3703095,0,130680,130680,0,Multifamily Housing,130709.0,,,,,Multifamily,Multifamily Housing,,,130709.0,0.0,0.0,130709.0,1.0,0.0,0.0,B
932,940,20323,1510600000,2019,Multifamily HR (10+),CHANCERY PLACE APARTMENTS,0,3101788,0,115775,84240,31535,Residence Hall/Dormitory,150000.0,Office,25000.0,,,Multifamily,Residence Hall/Dormitory,Office,,150000.0,25000.0,0.0,175000.0,0.8571428571428571,0.1428571428571428,0.0,B
933,941,20324,1513800009,2019,NonResidential,TEMPLE BETH AM,693377,867772,0,31386,31386,0,Worship Facility,30000.0,,,,,NonResidential,Worship Facility,,,30000.0,0.0,0.0,30000.0,1.0,0.0,0.0,E
934,942,20325,1513800010,2019,Campus,UNIVERSITY PREPARATORY ACADEMY - CAMPUS,3006851,3123753,0,21500,21500,0,K-12 School,96154.0,,,,,Campus,K-12 School,,,96154.0,0.0,0.0,96154.0,1.0,0.0,0.0,B
935,943,20330,1522500000,2019,Multifamily MR (5-9),CHARBONNEAU CONDOMINIUM,0,2652698,0,140778,96578,44200,Multifamily Housing,96578.0,Parking,44200.0,,,Multifamily,Multifamily Housing,,,96578.0,44200.0,0.0,140778.0,0.6860304877182515,0.3139695122817486,0.0,B
936,944,20340,1525049011,2019,Multifamily LR (1-4),LAURELHURST APTS,0,645630,0,30834,30834,0,Multifamily Housing,28876.0,,,,,Multifamily,Multifamily Housing,,,28876.0,0.0,0.0,28876.0,1.0,0.0,0.0,E
937,945,20343,1532000000,2019,Multifamily MR (5-9),CHATILLON,379690,344467,0,21536,21536,0,Multifamily Housing,19738.0,Parking,6000.0,,,Multifamily,Multifamily Housing,,,19738.0,6000.0,0.0,25738.0,0.7668816535861372,0.2331183464138627,0.0,E
938,946,20350,1562400000,2019,Multifamily LR (1-4),Arabelle Apartments,0,1016035,0,47873,34572,13301,Multifamily Housing,47873.0,,,,,Multifamily,Multifamily Housing,,,47873.0,0.0,0.0,47873.0,1.0,0.0,0.0,D
939,947,20360,1592100000,2019,Multifamily LR (1-4),CINNAMON RIDGE CONDOMINIUM,0,818701,0,39581,39581,0,Multifamily Housing,39581.0,,,,,Multifamily,Multifamily Housing,,,39581.0,0.0,0.0,39581.0,1.0,0.0,0.0,D
940,948,20361,1594000000,2019,Multifamily LR (1-4),CITADEL THE CONDOMINIUM,0,478152,0,23177,23177,0,Multifamily Housing,20720.0,,,,,Multifamily,Multifamily Housing,,,20720.0,0.0,0.0,20720.0,1.0,0.0,0.0,E
941,949,20362,1594300000,2019,Multifamily MR (5-9),CITISCAPE CONDOMINIUM,0,1459249,0,54360,54360,0,Multifamily Housing,45319.0,,,,,Multifamily,Multifamily Housing,,,45319.0,0.0,0.0,45319.0,1.0,0.0,0.0,D
942,950,20367,1595200000,2019,Multifamily LR (1-4),CITY LIGHTS ON HARBOR CONDOMINIUM,3466614,672349,0,70207,70207,0,Multifamily Housing,71273.0,,,,,Multifamily,Multifamily Housing,,,71273.0,0.0,0.0,71273.0,1.0,0.0,0.0,C
943,951,20369,4088801740,2019,NonResidential,EMERALD LANDING I,49104,4683857,0,84116,57619,26497,Office,57619.0,Parking,26497.0,,,NonResidential,Office,,,57619.0,26497.0,0.0,84116.0,0.6849945313614533,0.3150054686385468,0.0,C
944,952,20372,1604500000,2019,NonResidential,HOTEL ANDRA,989980,4116626,2522488,104000,104000,0,Hotel,110300.0,Parking,6300.0,Other - Restaurant/Bar,3000.0,NonResidential,Hotel,,Restaurant,110300.0,6300.0,3000.0,119600.0,0.9222408026755852,0.0526755852842809,0.0250836120401337,B
945,953,20818,1959700075,2019,NonResidential,OFFICES & PRINTING,161916,630349,0,29392,25558,3834,Office,29392.0,Parking,0.0,,,NonResidential,Office,,,29392.0,0.0,0.0,29392.0,1.0,0.0,0.0,E
946,954,20376,1624049006,2019,SPS-District K-12,KIMBALL ELEMENTARY SCHOOL (SPS-DISTRICT),930340,1204295,0,55206,55206,0,K-12 School,55206.0,,,,,Campus,K-12 School,,,55206.0,0.0,0.0,55206.0,1.0,0.0,0.0,C
947,955,20377,1624049040,2019,NonResidential,WASHINGTON CARE CENTER,0,3393445,0,58665,58665,0,Senior Care Community,58665.0,Parking,0.0,,,NonResidential,Senior Living Community,,,58665.0,0.0,0.0,58665.0,1.0,0.0,0.0,C
